"lon","lat","ff.xco2","time","obs","uncert","qf","lat1","lat2","lat3","lat4","lon1","lon2","lon3","lon4","obs_enhance","uncert_bg","ver_0.8","ver_0.9","ver_1.1","ver_1.2","wind_ff.xco2","uncert_ver","uncert_ver_percent","uncert_wind","uncert_wind_percent","uncert_trans","uncert_trans_percent","uncert_total","uncert_total_percent"
18.705273,51.400799,0.00068,"2021-06-19 08:37:29",413.922211,0.474902,0,51.393005,51.394764,51.40863,51.406857,18.695526,18.72818,18.715118,18.682434,0.0122109999999793,0.79,0.00183742596830558,0.000768131847333731,0.00158831744914783,0.00097898188217003,0.00328084001335814,0.000514424730217926,0.756506956202833,0.00183907161022685,2.70451707386302,0.00190966415649511,2.80832964190457,0.921756777258074,1355.52467243834
18.719046,51.386284,0.000727,"2021-06-19 08:37:29",412.935028,0.485951,0,51.378613,51.380371,51.393982,51.392223,18.709167,18.74176,18.729004,18.696411,-0.974972000000037,0.79,0.001205687389314,0.00059700633283193,0.000657626804392949,0.00131511067879594,0.0032122718688844,0.000334005764088319,0.459430211950921,0.00175735259158032,2.41726628828105,0.00178881189105459,2.46053905234469,0.92749747937608,1275.78745443752
18.73271,51.371857,0.000381,"2021-06-19 08:37:29",413.950348,0.594168,0,51.363758,51.36549,51.379993,51.378246,18.723419,18.75589,18.742126,18.709534,0.0403479999999945,0.79,0.000439861238736249,0.000453405426988158,0.000428451127678667,0.000545123782419299,0.00145796129242361,5.99736349032309e-05,0.157411115231577,0.000761526632948163,1.99875756679308,0.000763884578698165,2.00494640078258,0.988501995821784,2594.49342735376
18.738184,51.40258,0.001157,"2021-06-19 08:37:29",412.236603,0.455,0,51.394772,51.396427,51.410275,51.40863,18.728241,18.761169,18.748138,18.715179,-1.67339700000002,0.79,0.00418670545411969,0.00115250492016529,0.00101465305551789,0.00243546522715326,0.00671340490546408,0.00135743693185613,1.17323848907185,0.00392897158767185,3.39582678277601,0.00415685611498638,3.59278834484561,0.911670049663123,787.960284929233
18.751884,51.388069,0.002501,"2021-06-19 08:37:29",412.995911,0.557583,0,51.380371,51.382046,51.395645,51.393986,18.741821,18.774719,18.762024,18.729065,-0.914089000000047,0.79,0.000941098419938615,0.000845681773350104,0.00104866397618191,0.00796790648962861,0.00904645047164394,0.00304310390753175,1.21675486106827,0.00462833241442012,1.85059272867658,0.00553912830059089,2.21476541407073,0.966969225896735,386.633037143836
18.765503,51.373634,0.000618,"2021-06-19 08:37:29",414.683533,0.590518,0,51.36549,51.367184,51.381668,51.380001,18.755951,18.788849,18.775055,18.742218,0.773532999999986,0.79,0.000635918849541405,0.000676976758489662,0.000595839968495684,0.000693485897790905,0.00568873837379001,4.06109729559447e-05,0.0657135484724024,0.00358555348972976,5.80186648823586,0.00358578346792409,5.80223862123639,0.986318592629724,1595.984777718
18.77117,51.404232,0.001602,"2021-06-19 08:37:29",413.302063,0.627003,0,51.396435,51.398174,51.412048,51.410275,18.76123,18.793945,18.780975,18.748199,-0.607937000000049,0.79,0.00365941790534171,0.00230525104274782,0.00260258212248906,0.00719174371437895,0.0123187502510349,0.00220713100817383,1.37773471171899,0.00757788677478941,4.73026640124183,0.00789276854207513,4.92682181153254,1.00861045890089,629.594543633513
18.779131,51.359188,0.00049,"2021-06-19 08:37:29",412.403748,0.486195,0,51.351624,51.353321,51.36665,51.36496,18.76886,18.801697,18.789246,18.756378,-1.50625200000002,0.79,0.000542391327996093,0.000689697340926678,0.000499747130903634,0.000534332570406272,0.000653465023953593,8.05239846192937e-05,0.164334662488355,0.000115587226924407,0.235892299845729,0.000140870575802907,0.287490971026341,0.927623629426029,1893.10944780822
18.784883,51.389702,0.001623,"2021-06-19 08:37:29",413.429169,0.488613,0,51.38205,51.383774,51.397388,51.395649,18.774811,18.807617,18.7948,18.762115,-0.480831000000023,0.79,0.00126233980256581,0.0013250183775581,0.00339934296614886,0.00215040103439113,0.00816421646248346,0.000881921591302866,0.543389766668432,0.00462533851783113,2.84986969675363,0.00470866670064239,2.90121176872606,0.928905181012087,572.338374006215
18.792259,51.344898,0.000379,"2021-06-19 08:37:29",412.407257,0.461575,0,51.337025,51.338734,51.352722,51.351025,18.782532,18.815277,18.802094,18.769257,-1.50274300000001,0.79,0.000432596389834179,0.000400871667487968,0.000417853412100271,0.000394041746029633,0.00191239038058889,2.08555525879574e-05,0.0550278432399932,0.00108427073632062,2.86087265519954,0.00108447129225029,2.86140182651792,0.914960467289699,2414.14371316543
