lon,lat
18.863916,51.488762
18.896503,51.492416
18.915756,51.478798
18.928963,51.496159
18.90836,51.431011
18.921579,51.447933
18.935036,51.465157
18.948215,51.482365
18.961485,51.499725
18.914108,51.400272
18.927685,51.417534
18.941004,51.43462
18.95426,51.451538
18.96751,51.468681
18.994184,51.503223
18.960316,51.42091
18.973734,51.438011
19.00021,51.472088
19.026821,51.506664
18.96582,51.390224
18.979382,51.407253
18.992943,51.4245
19.032711,51.475632
19.05937,51.510201
18.998489,51.393822
19.01198,51.410831
19.038727,51.445114
19.030819,51.397568
19.057892,51.431805
19.071159,51.448856
19.090452,51.435349
19.103796,51.452412
19.109465,51.421669
19.122955,51.438873
19.136292,51.455925
19.142088,51.425018
19.155626,51.442238
19.161068,51.41153
19.174633,51.428509
19.188257,51.445717
19.22616,51.418743
18.94656,51.388523
18.974607,51.376026
19.002634,51.363628
19.007172,51.379585
19.011669,51.395641
19.030582,51.351215
19.035181,51.367176
19.039719,51.383125
19.044218,51.399181
19.090984,51.342545
19.095615,51.358273
19.109301,51.406223
19.109196,51.2981
19.114027,51.314034
19.118811,51.330139
19.123487,51.346062
19.141819,51.409721
19.141659,51.301609
19.146536,51.317547
19.151331,51.333652
19.160681,51.365295
19.174438,51.413239
19.174185,51.305115
19.179028,51.321045
19.188511,51.353058
19.19323,51.368793
19.225784,51.37228
19.230448,51.388229
19.239601,51.420208
19.248846,51.344105
19.253586,51.360023
19.258327,51.375755
19.262968,51.391693
19.271652,51.315552
19.281355,51.347572
19.134369,51.29707
19.176085,51.270622
19.171501,51.285557
19.166847,51.300568
19.208561,51.274082
19.20401,51.289013
19.199369,51.304024
19.245554,51.26255
19.24107,51.277515
19.231884,51.307468
19.282108,51.251232
19.273563,51.280987
19.269012,51.295925
19.264427,51.310944
19.314842,51.254658
19.31053,51.269432
19.306038,51.284397
19.301521,51.299339
19.296974,51.314354
