latitude,longitude,no2,lat1,lat2,lat3,lat4,lon1,lon2,lon3,lon4
50.800137,19.805138,5.109203e-05,50.7737,50.777733,50.826557,50.82252,19.772068,19.85223,19.838406,19.758158
50.80414,19.885662,6.453627e-05,50.777733,50.781704,50.83053,50.826557,19.85223,19.933035,19.919296,19.838406
50.80808,19.966835,2.7312239e-05,50.781704,50.785614,50.834435,50.83053,19.933035,20.014494,20.00084,19.919296
50.811954,20.048668,4.5802448e-05,50.785614,50.78945,50.838276,50.834435,20.014494,20.096619,20.083052,20.00084
50.81576,20.131174,4.661029e-05,50.78945,50.79323,50.842052,50.838276,20.096619,20.17942,20.165941,20.083052
50.8195,20.214365,5.963522e-05,50.79323,50.796932,50.845757,50.842052,20.17942,20.262917,20.249525,20.165941
50.82317,20.298254,4.4743756e-05,50.796932,50.800568,50.849392,50.845757,20.262917,20.347116,20.333815,20.249525
50.82677,20.382858,5.0428673e-05,50.800568,50.80413,50.852955,50.849392,20.347116,20.432035,20.418823,20.333815
50.8303,20.468187,4.4014945e-05,50.80413,50.80762,50.85645,50.852955,20.432035,20.517687,20.504566,20.418823
50.801,18.944054,4.827004e-05,50.774254,50.77892,50.827732,50.823067,18.914574,18.988491,18.973679,18.899685
50.805637,19.01827,6.841537e-05,50.77892,50.783527,50.832348,50.827732,18.988491,19.062931,19.048199,18.973679
50.810223,19.093016,6.957663e-05,50.783527,50.788086,50.836906,50.832348,19.062931,19.137907,19.123253,19.048199
50.814754,19.168303,2.5262696e-05,50.788086,50.79259,50.84141,50.836906,19.137907,19.213427,19.19885,19.123253
50.819233,19.244137,3.738549e-05,50.79259,50.79704,50.845863,50.84141,19.213427,19.289501,19.275003,19.19885
50.823654,19.320532,3.21497e-05,50.79704,50.801434,50.850258,50.845863,19.289501,19.366138,19.351723,19.275003
50.82802,19.397495,2.968775e-05,50.801434,50.805767,50.854595,50.850258,19.366138,19.44335,19.429014,19.351723
