latitude,longitude,no2,lat1,lat2,lat3,lat4,lon1,lon2,lon3,lon4
50.602356,20.287313,4.3224954e-05,50.574352,50.581833,50.630344,50.62286,20.271036,20.323305,20.303627,20.251308
50.60982,20.339674,4.374411e-05,50.581833,50.58928,50.637794,50.630344,20.323305,20.375708,20.356085,20.303627
50.617252,20.392174,3.836101e-05,50.58928,50.59669,50.645214,50.637794,20.375708,20.428251,20.40868,20.356085
50.624653,20.444815,5.0352835e-05,50.59669,50.604073,50.6526,50.645214,20.428251,20.480936,20.461418,20.40868
50.605343,19.955835,6.942131e-05,50.57726,50.58494,50.63343,50.62574,19.940094,19.991655,19.97165,19.920038
50.61301,20.007483,5.680185e-05,50.58494,50.592594,50.641083,50.63343,19.991655,20.043335,20.023382,19.97165
50.620647,20.05925,7.637809e-05,50.592594,50.60021,50.648705,50.641083,20.043335,20.095139,20.075237,20.023382
50.62825,20.11114,6.221203e-05,50.60021,50.60779,50.656292,50.648705,20.095139,20.147066,20.127218,20.075237
50.63582,20.163158,5.555048e-05,50.60779,50.61534,50.66385,50.656292,20.147066,20.199121,20.179325,20.127218
50.643353,20.215305,6.607332e-05,50.61534,50.62286,50.67137,50.66385,20.199121,20.251308,20.231565,20.179325
50.650856,20.267584,9.066376e-05,50.62286,50.630344,50.67886,50.67137,20.251308,20.303629,20.283937,20.231565
50.658325,20.319998,7.3169635e-05,50.630344,50.637794,50.686314,50.67886,20.303629,20.356085,20.336447,20.283937
50.665764,20.372551,6.872331e-05,50.637794,50.645214,50.693737,50.686314,20.356085,20.408682,20.389097,20.336447
50.67317,20.425243,3.3304223e-05,50.645214,50.6526,50.70113,50.693737,20.408682,20.46142,20.441889,20.389097
50.680542,20.47808,5.5082837e-05,50.6526,50.65995,50.70849,50.70113,20.46142,20.514303,20.494825,20.441889
50.607082,19.628021,6.801171e-05,50.5789,50.586792,50.635254,50.627357,19.612728,19.66368,19.643341,19.59234
50.61496,19.679049,5.2547464e-05,50.586792,50.59465,50.643116,50.635254,19.66368,19.714731,19.694445,19.643341
50.622803,19.73018,5.7831563e-05,50.59465,50.602474,50.650948,50.643116,19.714731,19.765892,19.745657,19.694445
50.63061,19.78142,4.608896e-05,50.602474,50.610264,50.65874,50.650948,19.765892,19.817162,19.796978,19.745657
50.638386,19.832771,7.286642e-05,50.610264,50.61802,50.6665,50.65874,19.817162,19.868542,19.84841,19.796978
50.646126,19.884235,6.364306e-05,50.61802,50.62574,50.67423,50.6665,19.868542,19.920038,19.899958,19.84841
50.653835,19.935814,5.8719106e-05,50.62574,50.633427,50.681923,50.67423,19.920038,19.971651,19.951622,19.899958
50.66151,19.987513,8.8713976e-05,50.633427,50.641083,50.689583,50.681923,19.971651,20.023382,20.003407,19.951622
50.66915,20.039331,6.693707e-05,50.641083,50.648705,50.69721,50.689583,20.023382,20.075237,20.055313,20.003407
50.676758,20.091274,5.2860876e-05,50.648705,50.656292,50.704803,50.69721,20.075237,20.127218,20.107346,20.055313
50.68433,20.143345,7.453847e-05,50.656292,50.66385,50.71236,50.704803,20.127218,20.179325,20.159506,20.107346
50.69187,20.195545,5.6651013e-05,50.66385,50.67137,50.71989,50.71236,20.179325,20.231565,20.211798,20.159506
50.69938,20.247877,5.9120033e-05,50.67137,50.67886,50.727383,50.71989,20.231565,20.283937,20.264225,20.211798
50.706856,20.300344,8.493449e-05,50.67886,50.686314,50.734844,50.727383,20.283937,20.336447,20.316788,20.264225
50.7143,20.35295,7.603692e-05,50.686314,50.693737,50.74227,50.734844,20.336447,20.389097,20.36949,20.316788
50.721706,20.405697,5.82126e-05,50.693737,50.70113,50.74967,50.74227,20.389097,20.441889,20.422335,20.36949
