latitude,longitude,no2,lat1,lat2,lat3,lat4,lon1,lon2,lon3,lon4
50.806705,20.467716,5.7650665e-05,50.777668,50.78759,50.835735,50.825806,20.454638,20.50396,20.480806,20.431438
50.80453,20.19749,4.6861758e-05,50.775387,50.785576,50.833664,50.823467,20.184471,20.233889,20.210518,20.161055
50.814697,20.246923,2.8831208e-05,50.785576,50.79571,50.843807,50.833664,20.233889,20.28329,20.25997,20.210518
50.82481,20.296345,5.0911505e-05,50.79571,50.805798,50.853897,50.843807,20.28329,20.332682,20.309408,20.25997
50.834873,20.345755,6.555608e-05,50.805798,50.815826,50.863937,50.853897,20.332682,20.382063,20.358837,20.309408
50.84488,20.395155,6.1742016e-05,50.815826,50.825806,50.873924,50.863937,20.382063,20.431438,20.40826,20.358837
50.85484,20.444551,4.3382963e-05,50.825806,50.835735,50.883858,50.873924,20.431438,20.480806,20.457676,20.40826
50.800922,19.92638,1.0585461e-05,50.771652,50.782127,50.83018,50.8197,19.913446,19.963013,19.939308,19.889692
50.81137,19.97596,3.9100574e-05,50.782127,50.792545,50.840607,50.83018,19.963013,20.012556,19.988897,19.939308
50.821766,20.025513,4.345669e-05,50.792545,50.802906,50.850975,50.840607,20.012556,20.062075,20.038465,19.988897
50.832104,20.075047,3.9646806e-05,50.802906,50.813213,50.86129,50.850975,20.062075,20.111574,20.08801,20.038465
50.842384,20.12456,4.0880423e-05,50.813213,50.823463,50.871548,50.86129,20.111574,20.161055,20.13754,20.08801
50.85261,20.174055,5.7730223e-05,50.823463,50.83366,50.881752,50.871548,20.161055,20.21052,20.187052,20.13754
50.862785,20.223537,5.971784e-05,50.83366,50.843803,50.891903,50.881752,20.21052,20.25997,20.236551,20.187052
50.87291,20.273006,7.724668e-05,50.843803,50.853897,50.902,50.891903,20.25997,20.30941,20.286037,20.236551
50.882977,20.322464,6.98669e-05,50.853897,50.863934,50.91205,50.902,20.30941,20.358839,20.335516,20.286037
50.892994,20.371912,3.0915202e-05,50.863934,50.87392,50.92204,50.91205,20.358839,20.40826,20.384985,20.335516
50.902958,20.421356,6.7011584e-05,50.87392,50.883858,50.931984,50.92204,20.40826,20.457678,20.43445,20.384985
50.91287,20.470795,5.35448e-05,50.883858,50.89374,50.941875,50.931984,20.457678,20.507092,20.483912,20.43445
50.806564,19.70383,1.1315564e-05,50.77719,50.787907,50.83591,50.825188,19.690939,19.740675,19.716734,19.666948
50.817253,19.753574,2.366375e-05,50.787907,50.79856,50.846573,50.83591,19.740675,19.790379,19.766483,19.716734
50.82788,19.803286,4.9435304e-05,50.79856,50.80916,50.857178,50.846573,19.790379,19.84005,19.816202,19.766483
50.83845,19.852966,2.858975e-05,50.80916,50.8197,50.867725,50.857178,19.84005,19.889692,19.865892,19.816202
50.84897,19.902618,3.703319e-05,50.8197,50.83018,50.878212,50.867725,19.889692,19.939308,19.915556,19.865892
