lon,lat
19.198723,51.312088
19.220308,51.280987
19.23163,51.311806
19.253189,51.280827
19.264547,51.311676
19.268679,51.234402
19.285913,51.280556
19.297287,51.311417
19.29558,51.218876
19.313288,51.265285
19.319103,51.28072
19.330494,51.311592
19.328407,51.218781
19.340191,51.249844
19.345974,51.265076
19.351786,51.280457
19.357487,51.295845
19.361195,51.218624
19.36713,51.234299
19.373032,51.249668
19.378849,51.26487
19.083393,51.38261
19.07559,51.397717
19.067709,51.412792
19.05969,51.427944
19.146654,51.321835
19.139149,51.337044
19.131449,51.35239
19.108553,51.397594
19.100672,51.41267
19.092722,51.427837
19.179699,51.321682
19.172249,51.336903
19.164524,51.352242
19.156834,51.367367
19.149237,51.382301
19.141653,51.397461
19.133724,51.412544
19.125784,51.427711
19.212723,51.321499
19.205345,51.336716
19.189894,51.367176
19.182381,51.38213
19.174652,51.397274
19.166826,51.41238
19.245777,51.321407
19.22299,51.367069
19.215439,51.382004
19.207716,51.397152
19.199949,51.41227
19.192009,51.427456
19.278732,51.321335
19.271284,51.336567
19.263674,51.351936
19.256014,51.367077
19.248564,51.38205
19.240995,51.397224
19.233145,51.412331
19.225239,51.427513
19.31193,51.321274
19.296751,51.351807
19.289127,51.366928
19.281548,51.381847
19.266043,51.412064
19.258045,51.427219
19.344501,51.320877
19.337166,51.336098
19.329575,51.35144
19.321981,51.366562
19.314522,51.381504
19.30686,51.396652
19.29917,51.411774
19.291258,51.426956
19.362692,51.351292
19.35512,51.36644
19.347673,51.381397
19.339994,51.396545
19.332285,51.411667
19.324436,51.426861
19.078066,51.42878
19.061178,51.443832
19.111242,51.428375
19.094444,51.443481
19.077517,51.458771
19.144232,51.42849
19.127451,51.443596
19.110292,51.458843
19.093433,51.473911
19.07654,51.488808
19.059214,51.503918
19.041502,51.519005
19.177597,51.428467
19.160664,51.443584
19.143545,51.458874
19.126596,51.473972
19.109428,51.488884
19.092281,51.504028
19.074577,51.519131
19.056866,51.534332
19.193735,51.443501
19.17664,51.458767
19.159538,51.473827
19.14267,51.488739
19.125364,51.50386
19.10787,51.51897
19.090395,51.534195
19.243547,51.428322
19.226746,51.443451
19.209547,51.45871
19.19252,51.47377
19.175611,51.48867
19.15831,51.503792
19.140907,51.518902
19.12315,51.534107
19.276863,51.428162
19.242853,51.458523
19.225666,51.473579
19.208796,51.488495
19.191513,51.50362
19.174109,51.518738
19.156349,51.533947
19.309963,51.427845
19.293074,51.442894
19.275877,51.458107
19.258804,51.473125
19.241924,51.487991
19.224585,51.503067
19.326065,51.442551
19.308817,51.457836
19.291735,51.472927
19.274855,51.487865
19.257597,51.503002
19.240259,51.518135
19.222721,51.533379
19.308033,51.487648
19.290863,51.502792
19.273397,51.517918
19.255884,51.533165
19.288935,51.533188
