"lon","lat","ff.xco2","time","obs","uncert","qf","lat1","lat2","lat3","lat4","lon1","lon2","lon3","lon4","obs_enhance","uncert_bg","ver_0.8","ver_0.9","ver_1.1","ver_1.2","wind_ff.xco2","uncert_ver","uncert_ver_percent","uncert_wind","uncert_wind_percent","uncert_trans","uncert_trans_percent","uncert_total","uncert_total_percent"
18.809406,51.519547,0.013729,"2021-06-18 09:25:07",414.982483,0.577167,0,51.512417,51.512516,51.526768,51.526623,18.801331,18.833923,18.817596,18.784729,1.07248299999998,0.78,0.00998136032708276,0.0125861468899805,0.00921076096542976,0.0113966949745044,0.00438134806106535,0.00184625687709091,0.134478612942742,0.00660978807419227,0.481447161059966,0.00686279555588973,0.499875850818685,0.970344703624357,70.6784691983653
18.811485,51.489449,0.003498,"2021-06-18 09:25:07",415.101318,0.53554,0,51.482433,51.482433,51.496338,51.496357,18.802948,18.835754,18.819885,18.787109,1.19131799999997,0.78,0.00579672594578687,0.000940581795268565,0.00345088916420014,0.00620063687738541,0.0036958354674303,0.00212026130071608,0.606135306093791,0.000139890800579176,0.0399916525383578,0.00212487115359989,0.607453159977099,0.946154113597473,270.484309204538
18.824522,51.534943,0.029397,"2021-06-18 09:25:07",413.654419,0.540459,0,51.527588,51.527767,51.542282,51.542099,18.816559,18.849426,18.832581,18.799561,-0.255581000000006,0.78,0.020756878267111,0.0184626962667014,0.0200413843219215,0.0139275026140697,0.0195237730694222,0.00562982662791454,0.191510243491327,0.00698142571480521,0.237487693125326,0.0089685702802464,0.305084541968446,0.94898702095122,32.2817641579488
18.82686,51.504467,0.012386,"2021-06-18 09:25:07",414.054382,0.522775,0,51.496891,51.49696,51.512127,51.512028,18.819427,18.85202,18.834351,18.801788,0.14438199999995,0.78,0.0132299767941759,0.00169618923190094,0.00766039350000398,0.0163410548375015,0.011233474787095,0.00571000520689552,0.461004780146578,0.000814958393533594,0.0657967377307924,0.00576786933329499,0.465676516494024,0.939003178344805,75.8116565755535
18.828365,51.474567,0.001856,"2021-06-18 09:25:06",413.71283,0.541524,0,51.467209,51.467236,51.481812,51.4818,18.820343,18.85321,18.836304,18.803497,-0.197170000000028,0.78,0.00677650583357672,0.00908150774322134,0.00576213047557218,0.00815768833509073,0.00975385168049155,0.00280400189412769,1.5107768826119,0.00558462448008114,3.00895715521613,0.00624903650219722,3.3669377705804,0.94957216315202,511.622932732769
18.842375,51.519756,0.011397,"2021-06-18 09:25:07",414.283112,0.493038,0,51.512516,51.512714,51.526947,51.526768,18.833984,18.867065,18.850525,18.817657,0.373111999999992,0.78,0.0197215851366764,0.0205282991978805,0.0264821989973922,0.0192060614514232,0.0179866503956724,0.00537580634589342,0.471686088084006,0.00465958648042857,0.408843246505973,0.0071141436615478,0.624211955913644,0.922787668146924,80.9675939411182
18.844196,51.489376,0.005813,"2021-06-18 09:25:07",413.540955,0.553995,0,51.482433,51.482471,51.496399,51.496338,18.835815,18.868561,18.85257,18.819946,-0.369045000000028,0.78,0.0130182341657055,0.0166316051308998,0.01344182095249,0.0207216436044904,0.0117065084380084,0.00548589795638014,0.943729220089478,0.00416733978149588,0.71690001401959,0.00688925229921607,1.1851457593697,0.956743393926628,164.586855999764
18.857641,51.53503,0.035751,"2021-06-18 09:25:08",413.524261,0.437751,0,51.527771,51.527668,51.542164,51.542282,18.849548,18.882568,18.865967,18.832703,-0.385739000000001,0.78,0.0371649605579194,0.0277787430677074,0.0382414526890151,0.0243863702284178,0.0322595051167743,0.00619033686674968,0.173151432596282,0.00246885970840702,0.0690570811559684,0.00666449838949908,0.186414320984003,0.894466518959644,25.0193426466293
18.859888,51.504665,0.019441,"2021-06-18 09:25:07",414.287567,0.429121,0,51.49696,51.497166,51.512325,51.512127,18.852081,18.885193,18.867523,18.834412,0.377566999999999,0.78,0.0166897911011261,0.019720262201937,0.0215084255494548,0.0205416342822896,0.027401827385538,0.00180526087514194,0.0928584370732956,0.00562915502816949,0.289550693285813,0.00591154405874507,0.304076130792916,0.89026949795787,45.793400440197
18.861206,51.474499,0.007808,"2021-06-18 09:25:07",414.094208,0.570389,0,51.467236,51.467251,51.481842,51.481812,18.853271,18.886169,18.86908,18.836365,0.184207999999956,0.78,0.00992759354964098,0.00814727262483197,0.00617946110906405,0.0116331003066176,0.00490526527491433,0.00209503656263933,0.268319231895406,0.00205254340809375,0.262876973372662,0.00293293583988888,0.375632151625113,0.966308549808828,123.758779432483
