lon,lat
19.005461,51.235191
19.103535,51.242798
19.131729,51.229595
18.851925,51.267212
18.840321,51.282116
18.828823,51.296837
18.81712,51.311764
18.884737,51.269794
18.873032,51.284676
18.861712,51.299419
18.849993,51.314339
18.83831,51.329243
18.917273,51.272274
18.905714,51.287174
18.894278,51.301899
18.882515,51.316807
18.858791,51.346668
18.973124,51.244682
18.961634,51.259647
18.95006,51.274776
18.938459,51.289684
18.927021,51.304424
18.915289,51.319344
18.903519,51.334244
18.891624,51.349232
19.005829,51.247177
18.994461,51.262154
18.971201,51.29216
18.959793,51.306892
18.948097,51.321815
18.936306,51.336712
18.924328,51.351685
19.038494,51.249557
19.027056,51.264519
19.015419,51.279633
19.00387,51.294552
18.992485,51.309299
18.98081,51.324234
19.048212,51.282158
19.025244,51.311825
19.013552,51.326763
19.103958,51.254566
19.092527,51.269531
19.080912,51.284645
19.06934,51.299549
19.058012,51.314293
19.022558,51.3591
19.157997,51.274391
19.146402,51.28952
19.134953,51.304455
19.123476,51.319195
19.111824,51.334129
19.100098,51.349041
19.202047,51.261772
19.190664,51.27676
19.179113,51.291897
19.167545,51.306816
19.156178,51.321575
19.144545,51.336521
19.234751,51.264153
19.223438,51.279148
19.300217,51.269001
19.277267,51.299129
