latitude,longitude,no2,lat1,lat2,lat3,lat4,lon1,lon2,lon3,lon4
50.801197,20.274628,4.1472522e-05,50.773514,50.78023,50.828865,50.82214,20.255621,20.312061,20.293688,20.23719
50.807903,20.331203,5.0913233e-05,50.78023,50.78692,50.835556,50.828865,20.312061,20.368715,20.3504,20.293688
50.814575,20.387997,5.3675965e-05,50.78692,50.793575,50.842213,50.835556,20.368715,20.42559,20.407333,20.3504
50.821217,20.445011,4.7246074e-05,50.793575,50.800194,50.84884,50.842213,20.42559,20.482687,20.46449,20.407333
50.801937,19.865545,6.0818085e-05,50.774166,50.781116,50.8297,50.822746,19.847446,19.902534,19.883728,19.828583
50.808872,19.920757,2.6005078e-05,50.781116,50.788036,50.836624,50.8297,19.902534,19.957815,19.939064,19.883728
50.815777,19.976162,5.6032066e-05,50.788036,50.79492,50.843513,50.836624,19.957815,20.013288,19.994595,19.939064
50.82265,20.031761,1.752175e-05,50.79492,50.801773,50.850372,50.843513,20.013288,20.068958,20.050322,19.994595
50.829487,20.08756,6.450274e-05,50.801773,50.808594,50.857197,50.850372,20.068958,20.12483,20.10625,20.050322
50.836296,20.143564,1.874612e-05,50.808594,50.815384,50.86399,50.857197,20.12483,20.180906,20.162384,20.10625
50.84307,20.199772,3.5849615e-05,50.815384,50.82214,50.87075,50.86399,20.180906,20.237192,20.218727,20.162384
50.84981,20.256193,4.6713998e-05,50.82214,50.82886,50.87748,50.87075,20.237192,20.293688,20.275284,20.218727
50.85652,20.312826,5.1567513e-05,50.82886,50.835552,50.884174,50.87748,20.293688,20.3504,20.332054,20.275284
50.863197,20.369678,3.6786925e-05,50.835552,50.842213,50.890835,50.884174,20.3504,20.407335,20.389046,20.332054
50.869843,20.426752,4.5952405e-05,50.842213,50.84884,50.897465,50.890835,20.407335,20.46449,20.446262,20.389046
50.801033,19.464931,4.3662243e-05,50.773163,50.780342,50.828903,50.821716,19.447617,19.501522,19.482306,19.428345
50.808197,19.518948,5.168737e-05,50.780342,50.78749,50.836056,50.828903,19.501522,19.555595,19.536434,19.482306
50.81533,19.573133,3.6267098e-05,50.78749,50.794605,50.843174,50.836056,19.555595,19.609838,19.590733,19.536434
50.822433,19.627491,5.3461798e-05,50.794605,50.80169,50.85026,50.843174,19.609838,19.664255,19.645205,19.590733
50.829502,19.682024,5.0094237e-05,50.80169,50.808743,50.85732,50.85026,19.664255,19.71885,19.699856,19.645205
50.83654,19.736736,3.5509893e-05,50.808743,50.81576,50.86434,50.85732,19.71885,19.773624,19.754686,19.699856
50.843548,19.79163,1.4915713e-05,50.81576,50.822746,50.871334,50.86434,19.773624,19.828583,19.8097,19.754686
50.850517,19.846708,2.6272965e-05,50.822746,50.8297,50.878292,50.871334,19.828583,19.883728,19.864902,19.8097
50.85746,19.901978,2.8362289e-05,50.8297,50.836624,50.88522,50.878292,19.883728,19.939064,19.920296,19.864902
50.86437,19.95744,3.1254578e-05,50.836624,50.843513,50.892117,50.88522,19.939064,19.994595,19.975882,19.920296
50.871243,20.013096,2.4232973e-05,50.843513,50.850372,50.898975,50.892117,19.994595,20.050322,20.031668,19.975882
50.878086,20.068953,1.1536324e-05,50.850372,50.857197,50.905807,50.898975,20.050322,20.10625,20.087654,20.031668
50.8849,20.125013,5.229694e-05,50.857197,50.86399,50.912605,50.905807,20.10625,20.162384,20.143847,20.087654
50.891678,20.18128,1.5303507e-05,50.86399,50.87075,50.91937,50.912605,20.162384,20.218727,20.200247,20.143847
50.898426,20.237757,1.6005462e-05,50.87075,50.87748,50.9261,50.91937,20.218727,20.275284,20.25686,20.200247
50.90514,20.294449,5.778606e-05,50.87748,50.884174,50.9328,50.9261,20.275284,20.332054,20.31369,20.25686
50.91182,20.35136,4.0841176e-05,50.884174,50.890835,50.93947,50.9328,20.332054,20.389046,20.37074,20.31369
50.91847,20.408493,3.3697783e-05,50.890835,50.897465,50.946102,50.93947,20.389046,20.446262,20.428017,20.37074
50.925083,20.46585,4.194318e-05,50.897465,50.904064,50.9527,50.946102,20.446262,20.503706,20.48552,20.428017
50.805893,19.124613,6.587011e-05,50.777927,50.785305,50.833847,50.82646,19.10792,19.160942,19.14136,19.088284
50.813255,19.177736,3.8414102e-05,50.785305,50.792652,50.841198,50.833847,19.160942,19.214113,19.194586,19.14136
50.82059,19.23101,3.2518194e-05,50.792652,50.79997,50.84852,50.841198,19.214113,19.267437,19.247961,19.194586
50.82789,19.284437,1.1744546e-05,50.79997,50.80725,50.855804,50.84852,19.267437,19.320913,19.301495,19.247961
50.83516,19.33802,5.150112e-05,50.80725,50.8145,50.86306,50.855804,19.320913,19.37455,19.355185,19.301495
50.842392,19.391764,1.1953956e-05,50.8145,50.821716,50.87028,50.86306,19.37455,19.428345,19.409035,19.355185
50.849598,19.44567,2.0766562e-05,50.821716,50.8289,50.877472,50.87028,19.428345,19.482306,19.46305,19.409035
50.85677,19.49974,2.9302046e-05,50.8289,50.836052,50.88463,50.877472,19.482306,19.536434,19.517235,19.46305
50.863907,19.553982,3.442496e-05,50.836052,50.843174,50.891754,50.88463,19.536434,19.590733,19.57159,19.517235
50.871014,19.608395,4.0266194e-05,50.843174,50.85026,50.898846,50.891754,19.590733,19.645206,19.626118,19.57159
50.87809,19.662983,3.9769006e-05,50.85026,50.85732,50.905907,50.898846,19.645206,19.699856,19.680824,19.626118
50.88513,19.717752,2.709364e-05,50.85732,50.86434,50.912937,50.905907,19.699856,19.754686,19.73571,19.680824
50.89214,19.772701,3.5369765e-05,50.86434,50.871334,50.91993,50.912937,19.754686,19.809702,19.790783,19.73571
50.899117,19.827839,3.760335e-05,50.871334,50.878292,50.926895,50.91993,19.809702,19.864902,19.84604,19.790783
50.906063,19.883163,3.3649427e-05,50.878292,50.88522,50.933826,50.926895,19.864902,19.920296,19.901491,19.84604
50.912975,19.93868,2.755597e-05,50.88522,50.892113,50.940727,50.933826,19.920296,19.975883,19.957134,19.901491
50.919857,19.994396,2.4126562e-05,50.892113,50.898975,50.947594,50.940727,19.975883,20.031668,20.012978,19.957134
50.926704,20.05031,6.448324e-05,50.898975,50.905804,50.954426,50.947594,20.031668,20.087654,20.069023,20.012978
50.93352,20.106428,4.522738e-05,50.905804,50.9126,50.961227,50.954426,20.087654,20.143847,20.125273,20.069023
50.940304,20.162754,5.2606567e-05,50.9126,50.91937,50.968,50.961227,20.143847,20.200249,20.181732,20.125273
50.947056,20.21929,4.3195712e-05,50.91937,50.926098,50.974735,50.968,20.200249,20.25686,20.238403,20.181732
50.953773,20.276041,4.320578e-05,50.926098,50.9328,50.981438,50.974735,20.25686,20.313692,20.295294,20.238403
50.960457,20.33301,3.298838e-05,50.9328,50.939465,50.98811,50.981438,20.313692,20.370743,20.352402,20.295294
50.96711,20.390202,2.201572e-05,50.939465,50.9461,50.994747,50.98811,20.370743,20.428017,20.409737,20.352402
50.973732,20.447618,3.6033984e-05,50.9461,50.9527,51.001354,50.994747,20.428017,20.48552,20.4673,20.409737
50.801914,18.736706,1.7860932e-05,50.773857,50.78147,50.829967,50.822346,18.720675,18.77279,18.752789,18.70062
50.809513,18.788912,6.612771e-05,50.78147,50.78905,50.83755,50.829967,18.77279,18.825035,18.805086,18.752789
50.81708,18.841248,3.872862e-05,50.78905,50.7966,50.845104,50.83755,18.825035,18.87741,18.857513,18.805086
