lon,lat
19.351425,51.099747
19.351671,51.083366
19.383801,51.097027
19.38406,51.080643
19.41634,51.094273
19.384485,51.064426
19.416494,51.0779
19.448902,51.091507
19.385105,51.048256
19.417099,51.061657
19.449116,51.075123
19.481243,51.08876
19.386271,51.032337
19.417658,51.045494
19.449373,51.058933
19.481157,51.072422
19.513676,51.085995
19.418552,51.029617
19.449991,51.042759
19.481785,51.056175
19.513481,51.069672
19.546103,51.083218
19.482368,51.039997
19.51405,51.053421
19.546087,51.066856
19.578743,51.080391
19.483238,51.024113
19.514669,51.037235
19.546453,51.050636
19.578547,51.064056
19.610895,51.077625
19.515625,51.021336
19.578949,51.047825
19.611002,51.061241
19.643408,51.074795
19.547911,51.018562
19.579403,51.031658
19.611393,51.04501
19.643597,51.058399
19.675962,51.071949
19.611881,51.028835
19.643927,51.042171
19.675995,51.055569
19.708223,51.069134
19.644308,51.026009
19.676455,51.039322
19.67687,51.023155
19.289278,51.2145
19.300331,51.197639
19.321882,51.211945
19.311192,51.180767
19.332811,51.194912
19.354527,51.209187
19.322206,51.163654
19.343853,51.177765
19.365463,51.191906
19.386881,51.206219
19.333475,51.147018
19.35486,51.160885
19.397984,51.189148
19.418457,51.203583
19.344566,51.130241
19.366169,51.144291
19.387518,51.158192
19.409081,51.172337
19.430407,51.186543
19.452183,51.200825
19.377174,51.127686
19.398676,51.141716
19.42008,51.155571
19.441504,51.169701
19.462845,51.183865
19.484537,51.19812
19.366142,51.096809
19.387741,51.110729
19.409424,51.124859
19.430822,51.138866
19.452595,51.152626
19.473934,51.166729
19.49543,51.180836
19.517208,51.195068
19.398441,51.093903
19.420179,51.10783
19.441963,51.121979
19.463659,51.135971
19.485003,51.14983
19.506485,51.163948
19.528084,51.17807
19.549757,51.192326
19.431097,51.091167
19.452749,51.105106
19.474483,51.119255
19.496092,51.133259
19.517445,51.14711
19.560663,51.17532
19.463619,51.08844
19.485279,51.102375
19.507198,51.116489
19.549982,51.144363
19.571579,51.158451
19.593159,51.172565
19.61495,51.186794
19.496019,51.085728
19.517841,51.099628
19.539742,51.113716
19.561275,51.127682
19.582417,51.141521
19.603928,51.155579
19.625797,51.169609
19.647503,51.183807
19.528416,51.082699
19.550148,51.096603
19.572142,51.110691
19.614897,51.138538
19.636707,51.152576
19.658281,51.166679
19.560781,51.079899
19.582735,51.093761
19.604485,51.107883
19.647413,51.135693
19.59326,51.077271
19.615023,51.09119
19.637135,51.105259
19.680044,51.133064
19.625782,51.074471
19.647678,51.088329
19.669483,51.102436
19.691105,51.116398
19.658335,51.071468
19.680117,51.085327
19.701923,51.099411
19.690857,51.068497
19.712341,51.08242
19.326212,51.273598
19.336401,51.210106
19.377949,51.253716
19.391504,51.268032
19.405085,51.282574
19.368883,51.207344
19.382885,51.221798
19.396778,51.23645
19.410431,51.250946
19.424101,51.26524
19.437691,51.279781
19.401525,51.204548
19.414858,51.219109
19.429308,51.233665
19.442909,51.248169
19.456633,51.262451
19.433283,51.201893
19.461906,51.230862
19.475666,51.245335
19.489147,51.259651
19.502892,51.274162
19.46665,51.198944
19.480623,51.213394
19.494545,51.228035
19.508226,51.242519
19.521881,51.256809
19.531759,51.193306
19.545662,51.207764
19.559589,51.222397
19.573439,51.236851
19.564306,51.190472
19.578321,51.204906
19.59226,51.21954
19.596922,51.187614
19.610903,51.202053
19.62488,51.216679
19.629459,51.184761
19.643406,51.199203
19.66198,51.1819
